#,Date_Time_EDT,temp,lux
236,05/12/2024 04:25:03,10.64,0.00
237,05/12/2024 05:25:03,10.64,0.20
238,05/12/2024 06:25:03,10.59,254.08
239,05/12/2024 07:25:03,10.81,677.44
240,05/12/2024 08:25:03,11.11,1406.08
241,05/12/2024 09:25:03,12.31,3271.68
242,05/12/2024 10:25:03,11.75,2314.88
243,05/12/2024 11:25:03,11.84,2046.08
244,05/12/2024 12:25:03,12.78,4307.20
245,05/12/2024 13:25:03,13.60,4686.08
246,05/12/2024 14:25:03,13.77,4512.00
247,05/12/2024 15:25:03,13.73,4354.56
248,05/12/2024 16:25:03,13.64,4046.08
249,05/12/2024 17:25:03,12.91,1673.60
250,05/12/2024 18:25:03,13.55,2195.84
251,05/12/2024 19:25:03,13.04,730.24
252,05/12/2024 20:25:03,12.35,1.46
253,05/12/2024 21:25:03,12.01,0.00
254,05/12/2024 22:25:03,12.05,0.00
255,05/12/2024 23:25:03,11.32,0.00
256,05/13/2024 00:25:03,10.55,0.00
257,05/13/2024 01:25:03,10.08,0.00
258,05/13/2024 02:25:03,10.25,0.00
259,05/13/2024 03:25:03,9.78,0.00
260,05/13/2024 04:25:03,9.61,0.00
261,05/13/2024 05:25:03,9.56,2.93
262,05/13/2024 06:25:03,10.68,799.04
263,05/13/2024 07:25:03,12.18,2480.64
264,05/13/2024 08:25:03,13.98,4300.80
265,05/13/2024 09:25:03,15.31,6656.00
266,05/13/2024 10:25:03,15.57,4512.00
267,05/13/2024 11:25:03,18.40,9856.00
268,05/13/2024 12:25:03,18.19,5790.72
269,05/13/2024 13:25:03,21.02,16860.16
270,05/13/2024 14:25:03,19.09,4756.48
271,05/13/2024 15:25:03,24.06,8110.08
272,05/13/2024 16:25:03,40.88,51978.24
273,05/13/2024 17:25:03,27.75,15580.16
274,05/13/2024 18:25:03,19.95,2519.04
275,05/13/2024 19:25:03,17.46,955.20
276,05/13/2024 20:25:03,15.74,6.55
277,05/13/2024 21:25:03,14.84,0.00
278,05/13/2024 22:25:03,14.24,0.00
279,05/13/2024 23:25:03,13.85,0.00
280,05/14/2024 00:25:03,13.55,0.00
281,05/14/2024 01:25:03,13.38,0.00
282,05/14/2024 02:25:03,12.91,0.00
283,05/14/2024 03:25:03,12.74,0.00
284,05/14/2024 04:25:03,12.48,0.00
285,05/14/2024 05:25:03,12.35,3.35
286,05/14/2024 06:25:03,12.95,1057.60
287,05/14/2024 07:25:03,15.14,2681.60
288,05/14/2024 08:25:03,19.77,6238.72
289,05/14/2024 09:25:03,19.26,6023.68
290,05/14/2024 10:25:03,20.07,6878.72
291,05/14/2024 11:25:03,22.13,8465.92
292,05/14/2024 12:25:03,23.89,9843.20
293,05/14/2024 13:25:03,24.32,10956.80
294,05/14/2024 14:25:03,23.34,2086.40
295,05/14/2024 15:25:03,21.58,1622.40
296,05/14/2024 16:25:03,19.43,546.72
297,05/14/2024 17:25:03,19.00,415.68
298,05/14/2024 18:25:03,17.89,224.08
299,05/14/2024 19:25:03,17.33,55.34
300,05/14/2024 20:25:03,16.99,0.00
301,05/14/2024 21:25:03,16.56,0.00
302,05/14/2024 22:25:03,16.39,0.00
303,05/14/2024 23:25:03,16.21,0.00
304,05/15/2024 00:25:03,16.04,0.00
305,05/15/2024 01:25:03,16.00,0.00
306,05/15/2024 02:25:03,15.87,0.00
307,05/15/2024 03:25:03,15.91,0.00
308,05/15/2024 04:25:03,15.70,0.00
309,05/15/2024 05:25:03,15.44,0.00
310,05/15/2024 06:25:03,15.40,38.47
311,05/15/2024 07:25:03,15.53,114.24
312,05/15/2024 08:25:03,15.87,578.72
313,05/15/2024 09:25:03,16.94,914.88
314,05/15/2024 10:25:03,18.53,1628.80
315,05/15/2024 11:25:03,19.90,3065.60
316,05/15/2024 12:25:03,18.32,749.76
317,05/15/2024 13:25:03,19.56,1600.00
318,05/15/2024 14:25:03,18.79,1484.80
319,05/15/2024 15:25:03,18.79,1042.56
320,05/15/2024 16:25:03,16.94,421.44
321,05/15/2024 17:25:03,16.77,341.92
322,05/15/2024 18:25:03,16.99,337.76
323,05/15/2024 19:25:03,16.17,16.27
324,05/15/2024 20:25:03,15.53,1.28
325,05/15/2024 21:25:03,15.36,0.00
326,05/15/2024 22:25:03,15.48,0.00
327,05/15/2024 23:25:03,15.44,0.00
328,05/16/2024 00:25:03,15.40,0.00
329,05/16/2024 01:25:03,15.40,0.00
330,05/16/2024 02:25:03,15.36,0.00
331,05/16/2024 03:25:03,15.27,0.00
332,05/16/2024 04:25:03,15.10,0.00
333,05/16/2024 05:25:03,14.71,0.83
334,05/16/2024 06:25:03,15.23,192.00
335,05/16/2024 07:25:03,16.34,485.60
336,05/16/2024 08:25:03,16.81,526.72
337,05/16/2024 09:25:03,17.76,1365.12
338,05/16/2024 10:25:03,17.67,700.48
339,05/16/2024 11:25:03,17.24,449.44
340,05/16/2024 12:25:03,18.02,898.88
341,05/16/2024 13:25:03,19.26,1268.80
342,05/16/2024 14:25:03,18.96,1020.48
343,05/16/2024 15:25:03,20.63,1113.60
344,05/16/2024 16:25:03,19.39,728.64
345,05/16/2024 17:25:03,18.44,489.76
346,05/16/2024 18:25:03,18.14,258.72
347,05/16/2024 19:25:03,17.72,89.72
348,05/16/2024 20:25:03,17.24,0.41
349,05/16/2024 21:25:03,17.03,0.00
350,05/16/2024 22:25:03,16.99,0.00
351,05/16/2024 23:25:03,16.51,0.00
352,05/17/2024 00:25:03,16.21,0.00
353,05/17/2024 01:25:03,16.30,0.00
354,05/17/2024 02:25:03,16.30,0.00
355,05/17/2024 03:25:03,16.17,0.00
356,05/17/2024 04:25:03,16.13,0.00
357,05/17/2024 05:25:03,16.04,0.83
358,05/17/2024 06:25:03,16.04,82.92
359,05/17/2024 07:25:03,16.94,459.52
360,05/17/2024 08:25:03,17.07,487.20
361,05/17/2024 09:25:03,17.20,507.84
362,05/17/2024 10:25:03,17.84,1275.52
363,05/17/2024 11:25:03,19.05,2046.08
364,05/17/2024 12:25:03,18.70,686.08
365,05/17/2024 13:25:03,18.92,1300.80
366,05/17/2024 14:25:03,19.60,976.00
367,05/17/2024 15:25:03,18.27,307.12
368,05/17/2024 16:25:03,19.35,971.20
369,05/17/2024 17:25:03,18.66,303.76
370,05/17/2024 18:25:03,18.87,639.84
371,05/17/2024 19:25:03,17.93,292.08
372,05/17/2024 20:25:03,16.47,3.14
373,05/17/2024 21:25:03,16.04,0.00
374,05/17/2024 22:25:03,15.70,0.00
375,05/17/2024 23:25:03,15.53,0.00
376,05/18/2024 00:25:03,15.53,0.00
377,05/18/2024 01:25:03,15.23,0.00
378,05/18/2024 02:25:03,15.40,0.00
379,05/18/2024 03:25:03,15.01,0.00
380,05/18/2024 04:25:03,14.97,0.00
381,05/18/2024 05:25:03,15.06,2.33
382,05/18/2024 06:25:03,15.61,904.00
383,05/18/2024 07:25:03,16.56,892.16
384,05/18/2024 08:25:03,17.16,1095.36
385,05/18/2024 09:25:03,17.59,1762.56
386,05/18/2024 10:25:03,18.87,2800.64
387,05/18/2024 11:25:03,17.84,1915.52
388,05/18/2024 12:25:03,17.89,1597.44
389,05/18/2024 13:25:03,18.79,1203.52
390,05/18/2024 14:25:03,18.36,790.08
391,05/18/2024 15:25:03,18.79,1075.84
392,05/18/2024 16:25:03,19.56,1262.08
393,05/18/2024 17:25:03,18.32,381.92
394,05/18/2024 18:25:03,17.67,432.96
395,05/18/2024 19:25:03,17.16,113.52
396,05/18/2024 20:25:03,16.73,0.62
397,05/18/2024 21:25:03,16.60,0.00
398,05/18/2024 22:25:03,16.43,0.00
399,05/18/2024 23:25:03,16.43,0.00
400,05/19/2024 00:25:03,16.30,0.00
401,05/19/2024 01:25:03,16.08,0.00
402,05/19/2024 02:25:03,16.08,0.00
403,05/19/2024 03:25:03,16.04,0.00
404,05/19/2024 04:25:03,16.00,0.00
405,05/19/2024 05:25:03,15.96,4.01
406,05/19/2024 06:25:03,15.66,604.32
407,05/19/2024 07:25:03,17.24,2650.88
408,05/19/2024 08:25:03,18.27,3102.72
409,05/19/2024 09:25:03,21.58,8903.68
410,05/19/2024 10:25:03,20.76,5936.64
411,05/19/2024 11:25:03,20.80,4394.24
412,05/19/2024 12:25:03,22.09,6507.52
413,05/19/2024 13:25:03,20.63,3334.40
414,05/19/2024 14:25:03,22.09,5286.40
415,05/19/2024 15:25:03,24.79,8527.36
416,05/19/2024 16:25:03,23.08,6466.56
417,05/19/2024 17:25:03,24.32,12339.20
418,05/19/2024 18:25:03,22.82,3443.20
419,05/19/2024 19:25:03,19.95,925.76
420,05/19/2024 20:25:03,19.22,16.87
421,05/19/2024 21:25:03,17.89,0.00
422,05/19/2024 22:25:03,17.11,0.00
423,05/19/2024 23:25:03,16.60,0.00
424,05/20/2024 00:25:03,15.66,0.00
425,05/20/2024 01:25:03,15.23,0.00
426,05/20/2024 02:25:03,14.75,0.00
427,05/20/2024 03:25:03,14.37,0.00
428,05/20/2024 04:25:03,14.41,0.00
429,05/20/2024 05:25:03,14.63,8.85
430,05/20/2024 06:25:03,15.14,1014.72
431,05/20/2024 07:25:03,16.34,2531.20
432,05/20/2024 08:25:03,18.23,3288.32
433,05/20/2024 09:25:03,23.64,8145.92
434,05/20/2024 10:25:03,21.02,6169.60
435,05/20/2024 11:25:03,23.29,9896.96
436,05/20/2024 12:25:03,22.35,5360.64
437,05/20/2024 13:25:03,23.12,7016.96
438,05/20/2024 14:25:03,23.59,6115.84
439,05/20/2024 15:25:03,27.20,6266.88
440,05/20/2024 16:25:03,28.10,14986.24
441,05/20/2024 17:25:03,29.08,4656.64
442,05/20/2024 18:25:03,22.91,2279.68
443,05/20/2024 19:25:03,21.10,995.52
444,05/20/2024 20:25:03,19.60,16.04
445,05/20/2024 21:25:03,18.83,0.00
446,05/20/2024 22:25:03,18.02,0.00
447,05/20/2024 23:25:03,17.46,0.00
448,05/21/2024 00:25:03,16.77,0.00
449,05/21/2024 01:25:03,16.34,0.00
450,05/21/2024 02:25:03,16.04,0.00
451,05/21/2024 03:25:03,16.56,0.00
452,05/21/2024 04:25:03,16.64,0.00
453,05/21/2024 05:25:03,16.81,4.84
454,05/21/2024 06:25:03,16.77,328.48
455,05/21/2024 07:25:03,17.37,1452.16
456,05/21/2024 08:25:03,19.90,4273.92
457,05/21/2024 09:25:03,29.98,10480.64
458,05/21/2024 10:25:03,22.91,3317.76
459,05/21/2024 11:25:03,22.65,3119.36
460,05/21/2024 12:25:03,23.03,2880.00
461,05/21/2024 13:25:03,23.64,4565.76
462,05/21/2024 14:25:03,25.01,3063.04
463,05/21/2024 15:25:03,28.48,3592.96
464,05/21/2024 16:25:03,45.51,49111.04
465,05/21/2024 17:25:03,31.87,3955.20
466,05/21/2024 18:25:03,25.18,2933.76
